topic_no	test_statistic	p-value	topic_words
topic_14	-2.3037933075410604	0.022417507455174995	plus tarchinini je canzo quelques delarue cette enfin jusqu peine commissaire presque agent ça hé cet quant oldham bellagio michaudon 
topic_28	-2.307834176417894	0.022238968402710755	thanet madame pettifer club carmandine fauteuil lovestone solda vieille lineham brème procacci piano ça crime hanzard lafarge lacenaire troppmann vampire 
topic_47	-2.4882024795045155	0.013783011798581797	directeur monsieur plus regarde mugnier dulières oui parc président yeux vers pense coulon demande non rien sérigny jeune vient tête 
topic_33	-2.7218160421958504	0.006917815370589684	je inspecteur plus cette après homme oui monsieur heures puis non heure vers fit demanda répondit quelques temps jeune dire 
topic_03	-2.7842628538946657	0.0057647574711536	step brandshaft hartford fit blackie cook ça avocat plessis ayres herrington gayleigh déclara bankhart patinay peveley weygand bureau sénateur tattleberry 
topic_17	-2.8482341501597888	0.004970651030408034	fellows commissaire fille wilks parry plage moore femme heures bonetti photo ça morte pittsfield août garçon cette kirschner pilote rien 
topic_38	-3.023633175753243	0.0027859223999279975	je lettre cette plus bureau enveloppe papier yard puis affaire inspecteur police livres scotland nom lettres londres quelques homme banque 
topic_24	-3.1531659238637912	0.001926621019808592	commissaire monsieur inspecteur mme chaumet boisson fit lansing bousquet lettre détective madame maillard darrieu adair lebihan hôtel boulle avocat mosby 
topic_09	-3.499097674369365	0.0005704587508967578	plus homme leurs bureau directeur hommes quatre autres rosbach grande fen casteljal société grand entre ministre chef affaire professeur pays 
topic_25	-3.9748461808234468	0.00010510405439451415	je commissaire monsieur dancourt mme oui giraudas inspecteur dauvergne île café mémé soir vers heure regard nuit porte yeux koubbian 
topic_40	-4.296799528551255	2.4944386542275056e-05	je plus faire cette rien non vais dire sais veux quelques après oui doute crois jamais faut prendre temps mieux 
topic_18	-4.300520912617	2.4604774401611203e-05	cette plus pu crime faire mort après meurtre police affaire rien personne assassin cas non pouvait celui autres enquête aucun 
topic_11	-4.930434221285975	1.9811906733281454e-06	plus monsieur après mme cette commissaire fombieux client castelet heures sourlot rien ferrières crime heure non vassal enfin album chez 
topic_44	-5.35583048543223	2.9468051296967426e-07	mcfee dodd école nettleton mlle monsieur professeur détective fontannes santais élèves anglais portier directeur bordier chef français pemberly classe dortoir 
topic_31	-5.492869345222934	1.2014598422320016e-07	plus après trois jour quelques jours rien heures lettres temps dix nom quoi quelque jamais cinq ça chose autres journal 
topic_35	-6.033953840130641	9.923500260230747e-09	je ça faire plus non sais rien dire quoi jamais veux toujours temps dis faut chose peux oui voir coup 
topic_43	-7.105091262397293	3.8832584296030404e-11	wexford pascoe huby dalziel beaupré wield castagnac fit keech dearborn thackeray lomas goodenough watmough vollans demanda stick padgett vieille pontelli 
topic_15	-9.623530846344904	8.486365025462421e-18	femme cette plus fille jamais mère jour mme toujours pouvait jeune père pauvre rien mariage cœur toute seule vivre enfant 
