topic_no	test_statistic	p-value	topic_words
topic_39	-2.169582634963723	0.0301702793162729	withers mme scène vialles théâtre inspecteur cochart dobie hôtel miloz nincom monestier jeune français grand demanda ducaux orchestre rôle studio 
topic_01	-2.4255903412431747	0.015374374860535047	plus ça toujours jamais faire père chez temps cette dire après mère beaucoup chose rien pouvait savait faisait enfants voulait 
topic_28	-3.5585545899939355	0.00038557056552464015	thanet madame pettifer club carmandine fauteuil lovestone solda vieille lineham brème procacci piano ça crime hanzard lafarge lacenaire troppmann vampire 
topic_27	-3.563055809107941	0.00037757669976124327	porte plus cette murs devant fenêtres escalier côté fenêtre grand mur derrière entrée grande étage intérieur bois dessus quelques face 
topic_24	-5.5807517824257395	2.963305244128106e-08	commissaire monsieur inspecteur mme chaumet boisson fit lansing bousquet lettre détective madame maillard darrieu adair lebihan hôtel boulle avocat mosby 
topic_40	-5.5903208799896005	2.606627642706892e-08	je plus faire cette rien non vais dire sais veux quelques après oui doute crois jamais faut prendre temps mieux 
topic_13	-5.749942061277308	1.1307497416737607e-08	gare train toke fit thomdyke ronsac quai cigare thorndyke wagon badger compartiment homme polton pendule assez dobey toutes cependant voyage 
topic_14	-7.231168490868091	9.354446538840065e-13	plus tarchinini je canzo quelques delarue cette enfin jusqu peine commissaire presque agent ça hé cet quant oldham bellagio michaudon 
topic_47	-7.3563919946449134	3.6206933631960565e-13	directeur monsieur plus regarde mugnier dulières oui parc président yeux vers pense coulon demande non rien sérigny jeune vient tête 
topic_11	-8.192074026786024	7.351225109309436e-16	plus monsieur après mme cette commissaire fombieux client castelet heures sourlot rien ferrières crime heure non vassal enfin album chez 
topic_09	-8.667952561111399	1.2212481299750184e-17	plus homme leurs bureau directeur hommes quatre autres rosbach grande fen casteljal société grand entre ministre chef affaire professeur pays 
topic_42	-8.906675129801302	1.5351191557011999e-18	cette plus voix nuit lherbier temps semblait puis yeux bruit toute silence quelque présent pouvait soudain chose toujours pourtant pluie 
topic_10	-9.825538448794195	6.369848082194938e-22	cabine bateau caldwell krantz mer pont bord howery badge shipka earnshaw nicholson toffy plus nalpas commandant passagers salon coursive burr 
topic_35	-9.98728391626426	7.662946855867674e-23	je ça faire plus non sais rien dire quoi jamais veux toujours temps dis faut chose peux oui voir coup 
topic_15	-10.164614097040221	1.60847468063423e-23	femme cette plus fille jamais mère jour mme toujours pouvait jeune père pauvre rien mariage cœur toute seule vivre enfant 
topic_25	-10.529102623192085	1.096802997348718e-24	je commissaire monsieur dancourt mme oui giraudas inspecteur dauvergne île café mémé soir vers heure regard nuit porte yeux koubbian 
topic_31	-11.535839487326262	3.577652798352995e-29	plus après trois jour quelques jours rien heures lettres temps dix nom quoi quelque jamais cinq ça chose autres journal 
